event,input,timestamp_msSinceEpoch
Key,+,1621503769695
Key,1,1621503770064
Key,9,1621503770574
Key,+,1621503770750
Key,2,1621503771133
Key,0,1621503771655
Key,Calculate (Result: 210),1621503772252
Key,Clear,1621503773119
Key,1,1621503775240
Key,+,1621503775429
Key,2,1621503775630
Key,+,1621503775809
Key,3,1621503776020
Key,+,1621503776199
Key,4,1621503776390
Key,+,1621503776572
Key,5,1621503776799
Key,+,1621503776977
Key,6,1621503777223
Key,+,1621503777430
Key,7,1621503777677
Key,+,1621503777847
Key,8,1621503778056
Key,+,1621503778242
Key,9,1621503778467
Key,+,1621503778662
Key,1,1621503779342
Key,0,1621503779842
Key,+,1621503780255
Key,1,1621503780586
Key,1,1621503780763
Key,+,1621503780927
Key,1,1621503781122
Key,2,1621503781324
Key,+,1621503781501
Key,1,1621503781655
Key,3,1621503781889
Key,+,1621503782044
Key,1,1621503782241
Key,4,1621503782516
Key,+,1621503782690
Key,1,1621503782943
Key,5,1621503783285
Key,+,1621503783453
Key,1,1621503783771
Key,6,1621503784146
Key,+,1621503784318
Key,1,1621503784624
Key,7,1621503785046
Key,+,1621503785194
Key,1,1621503785550
Key,8,1621503786037
Key,+,1621503786182
Key,1,1621503786537
Key,9,1621503786999
Key,+,1621503787159
Key,2,1621503787533
Key,0,1621503788148
Key,Calculate (Result: 210),1621503788560
Key,Clear,1621503789146
Key,1,1621503791100
Key,+,1621503791265
Key,2,1621503791502
Key,+,1621503791710
Key,3,1621503791951
Key,+,1621503792164
Key,4,1621503792694
Key,+,1621503792873
Key,5,1621503793134
Key,+,1621503793320
Key,6,1621503793550
Key,+,1621503793725
Key,7,1621503793961
Key,+,1621503794132
Key,8,1621503794395
Key,+,1621503794576
Key,9,1621503794802
Key,+,1621503795001
Key,1,1621503795380
Key,0,1621503795836
Key,+,1621503796033
Key,1,1621503796365
Key,1,1621503796533
Key,+,1621503796722
Key,1,1621503796928
Key,2,1621503797150
Key,+,1621503797333
Key,1,1621503797531
Key,3,1621503797784
Key,+,1621503797965
Key,1,1621503798149
Key,4,1621503798426
Key,+,1621503798600
Key,1,1621503798834
Key,5,1621503799161
Key,+,1621503799333
Key,1,1621503799627
Key,6,1621503800301
Key,+,1621503800473
Key,1,1621503800815
Key,7,1621503801256
Key,+,1621503801417
Key,1,1621503801791
Key,8,1621503802260
Key,+,1621503802417
Key,1,1621503802775
Key,9,1621503803298
Key,+,1621503803498
Key,2,1621503803834
Key,0,1621503804394
Key,Calculate (Result: 210),1621503804719
Key,Clear,1621503805455
Key,1,1621503808144
Key,+,1621503808300
Key,2,1621503808520
Key,+,1621503808693
Key,3,1621503808905
Key,+,1621503809102
Key,4,1621503809341
Key,+,1621503809521
Key,5,1621503809786
Key,+,1621503809962
Key,6,1621503810196
Key,+,1621503810366
Key,7,1621503810611
Key,+,1621503810788
Key,8,1621503811046
Key,+,1621503811239
Key,9,1621503811473
Key,+,1621503811656
Key,1,1621503812127
Key,0,1621503812711
Key,+,1621503812929
Key,1,1621503813271
Key,1,1621503813444
Key,+,1621503813597
Key,1,1621503813770
Key,2,1621503813984
Key,+,1621503814151
Key,1,1621503814343
Key,3,1621503814573
Key,+,1621503814743
Key,1,1621503814931
Key,4,1621503815194
Key,+,1621503815345
Key,1,1621503815587
Key,5,1621503815931
Key,+,1621503816082
Key,1,1621503816386
Key,6,1621503816847
Key,+,1621503817005
Key,1,1621503817428
Key,7,1621503817900
Key,+,1621503818108
Key,1,1621503818491
Key,8,1621503818949
Key,+,1621503819113
Key,1,1621503819455
Key,9,1621503819951
Key,+,1621503820325
Key,2,1621503820680
Key,0,1621503821386
Key,Calculate (Result: 210),1621503822374
Key,Clear,1621503823180
Key,1,1621503825510
Key,+,1621503825668
Key,2,1621503825891
Key,+,1621503826041
Key,3,1621503826276
Key,+,1621503826442
Key,4,1621503826638
Key,+,1621503826803
Key,5,1621503827031
Key,+,1621503827194
Key,6,1621503827438
Key,+,1621503827604
Key,7,1621503827847
Key,+,1621503828032
Key,8,1621503828283
Key,+,1621503828470
Key,9,1621503828718
Key,+,1621503828917
Key,1,1621503829408
Key,0,1621503829893
Key,+,1621503830101
Key,1,1621503830416
Key,1,1621503830580
Key,+,1621503830742
Key,1,1621503830911
Key,2,1621503831126
Key,+,1621503831317
Key,1,1621503831511
Key,3,1621503831748
Key,+,1621503831935
Key,1,1621503832137
Key,4,1621503832417
Key,+,1621503832585
Key,1,1621503832800
Key,5,1621503833081
Key,+,1621503833233
Key,1,1621503833561
Key,6,1621503834076
Key,+,1621503834253
Key,1,1621503834589
Key,7,1621503835004
Key,+,1621503835130
Key,1,1621503835479
Key,8,1621503835950
Key,+,1621503836099
Key,1,1621503836453
Key,9,1621503836959
Key,+,1621503837162
Key,2,1621503837591
Key,0,1621503838091
Key,Calculate (Result: 210),1621503838434
Key,Clear,1621503839254
Key,1,1621503841368
Key,+,1621503841527
Key,2,1621503841716
Key,+,1621503841888
Key,3,1621503842085
Key,+,1621503842257
Key,4,1621503842509
Key,+,1621503842703
Key,5,1621503842927
Key,+,1621503843089
Key,6,1621503843303
Key,+,1621503843470
Key,7,1621503843682
Key,+,1621503843860
Key,8,1621503844059
Key,+,1621503844258
Key,9,1621503844479
Key,+,1621503844684
Key,1,1621503845405
Key,0,1621503845889
Key,+,1621503846083
Key,1,1621503846396
Key,1,1621503846564
Key,+,1621503846691
Key,1,1621503846851
Key,2,1621503847070
Key,+,1621503847242
Key,1,1621503847390
Key,3,1621503847633
Key,+,1621503847796
Key,1,1621503847941
Key,4,1621503848210
Key,+,1621503848371
Key,1,1621503848624
Key,5,1621503848949
Key,+,1621503849110
Key,1,1621503849341
Key,6,1621503849669
Key,+,1621503849814
Key,1,1621503850133
Key,7,1621503850517
Key,+,1621503850664
Key,1,1621503851013
Key,8,1621503851479
Key,+,1621503851627
Key,1,1621503851981
Key,9,1621503852519
Key,+,1621503852878
Key,2,1621503853301
Key,0,1621503853799
Key,Calculate (Result: 210),1621503854205
Key,Clear,1621503854978
Key,1,1621503857153
Key,+,1621503857295
Key,2,1621503857528
Key,+,1621503857702
Key,3,1621503857908
Key,+,1621503858096
Key,4,1621503858293
Key,+,1621503858476
Key,5,1621503858717
Key,+,1621503858912
Key,6,1621503859166
Key,+,1621503859367
Key,7,1621503859624
Key,+,1621503859830
Key,8,1621503860088
Key,+,1621503860275
Key,9,1621503860504
Key,+,1621503860697
Key,1,1621503861344
Key,0,1621503861886
Key,+,1621503862078
Key,1,1621503862470
Key,1,1621503862651
Key,+,1621503862800
Key,1,1621503863013
Key,2,1621503863230
Key,+,1621503863415
Key,1,1621503863606
Key,3,1621503863845
Key,+,1621503864005
Key,1,1621503864198
Key,4,1621503864464
Key,+,1621503864629
Key,1,1621503865012
Key,5,1621503865391
Key,+,1621503865588
Key,1,1621503866161
Key,6,1621503866587
Key,+,1621503866766
Key,1,1621503867101
Key,7,1621503867507
Key,+,1621503867682
Key,1,1621503868029
Key,8,1621503868629
Key,+,1621503868799
Key,1,1621503869164
Key,9,1621503869775
Key,+,1621503869922
Key,2,1621503870498
Key,0,1621503870976
Key,Calculate (Result: 210),1621503871287
Key,Clear,1621503871875
